Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Material_Cost_INR,Carbon_Emission_kgCO2,Strength_Norm,Cost_Norm,Carbon_Norm,Cost_Score,Carbon_Score,Optimization_Score
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,4337.46,198.8525,0.6029649931481251,0.1479135989396746,0.2024461965423348,0.8520864010603254,0.7975538034576652,0.7138925477035603
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,4441.905000000001,209.94385,0.6170424816245172,0.16343289237311687,0.22818650349097264,0.8365671076268831,0.7718134965090273,0.7106163918462363
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,5784.679999999999,237.54514000000003,0.7432415597358915,0.36295339828618367,0.2922423377021704,0.6370466017138163,0.7077576622978297,0.7078218458708572
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,4536.155,188.76617,0.5937461068892489,0.17743732921644984,0.17903829487254225,0.8225626707835502,0.8209617051274578,0.7077541474223764
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,3984.8,191.7544,0.555624766413355,0.0955124880943713,0.18597324485005884,0.9044875119056287,0.8140267551499412,0.70744094997057
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,4968.735000000001,187.38705,0.6152983680079731,0.24171360815214238,0.17583769511516328,0.7582863918478576,0.8241623048848368,0.7032613581871602
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,4343.5,202.917,0.5845272206303725,0.14881107160316254,0.21187890559873812,0.8511889283968375,0.7881210944012619,0.7020911160147111
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,3955.78,165.01880000000003,0.5113990282795565,0.09120045884032857,0.12392646511125333,0.9087995411596714,0.8760735348887467,0.7019177831518828
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,5613.14,231.19168,0.7097296623894357,0.33746458029037096,0.27749751307884735,0.662535419709629,0.7225024869211527,0.7011243078524133
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,4536.155,188.76617,0.5763049707238073,0.17743732921644984,0.17903829487254225,0.8225626707835502,0.8209617051274578,0.6990335793396556
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,6636.179999999999,336.29584,0.9015821602092937,0.4894762414914686,0.5214185272005494,0.5105237585085314,0.4785814727994506,0.6980673879316424
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,6107.174999999999,288.73741,0.8050330135791705,0.4108723464006737,0.4110470587863974,0.5891276535993263,0.5889529412136025,0.6970366554928175
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,6938.785000000001,369.36207,0.9588887504671734,0.5344397705204005,0.5981571487240118,0.4655602294795995,0.4018428512759882,0.6962951454224836
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,6107.174999999999,288.73741,0.803413479506665,0.4108723464006737,0.4110470587863974,0.5891276535993263,0.5889529412136025,0.6962268884565647
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,3761.885,149.77195,0.4650554378970973,0.062389951872285465,0.08854226039317675,0.9376100481277145,0.9114577396068233,0.6947946658821831
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,4041.895,174.45925,0.5137660396162951,0.10399613076355008,0.14583543748461336,0.8960038692364499,0.8541645625153866,0.6944251277461067
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,5389.390000000001,229.61098,0.6764669241310578,0.3042179729302038,0.27382909551076856,0.6957820270697962,0.7261709044892315,0.6937216949552858
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,5061.195,223.57261,0.6424567086084465,0.25545207213659404,0.2598155176082187,0.744547927863406,0.7401844823917814,0.6924114568680201
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,4402.8,256.2024,0.6301233337485985,0.15762235122979007,0.33554126878094265,0.8423776487702099,0.6644587312190573,0.691770761871616
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,3887.7,148.9969,0.46131805157593125,0.08108457491147847,0.08674355916198834,0.9189154250885215,0.9132564408380117,0.6887019922695989
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,5205.155000000001,195.67239,0.6055811635729413,0.2768428278709839,0.19506594007847494,0.7231571721290161,0.8049340599215251,0.684813389799106
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,4402.8,256.2024,0.615422947552012,0.15762235122979007,0.33554126878094265,0.8423776487702099,0.6644587312190573,0.6844205687733229
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,6938.785000000001,369.36207,0.9339728416593995,0.5344397705204005,0.5981571487240118,0.4655602294795995,0.4018428512759882,0.6838371910185966
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,6396.705000000001,301.27151000000003,0.8143764793820856,0.4538930848542573,0.44013563513868287,0.5461069151457427,0.5598643648613171,0.6836810596928078
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3,4094.48,197.63710000000003,0.5228603463311324,0.11180964069889932,0.19962555080801275,0.8881903593011007,0.8003744491919873,0.6835713752888382
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,3692.18,141.7728,0.42680951787716465,0.05203261213579169,0.06997819232858621,0.9479673878642083,0.9300218076714137,0.6829020578224878
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,4611.8,288.42640000000006,0.6593995265977327,0.1886772827974995,0.4103252807463847,0.8113227172025005,0.5896747192536154,0.6799491224128953
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,5900.224999999999,260.79959,0.7224367758814003,0.3801220206210687,0.34621022086533354,0.6198779793789313,0.6537897791346665,0.6796353275690996
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33,3984.8,191.7544,0.49831817615547525,0.0955124880943713,0.18597324485005884,0.9044875119056287,0.8140267551499412,0.6787876548416301
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,4971.089999999999,197.29016000000004,0.5773016070761182,0.2420635333379889,0.19882038803767726,0.7579364666620111,0.8011796119623227,0.6784298231941426
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,4073.28,198.7278,0.5097794942070513,0.10865957108533275,0.20215679838282363,0.8913404289146672,0.7978432016171764,0.6771856547364865
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,5389.390000000001,229.61098,0.6432041858726798,0.3042179729302038,0.27382909551076856,0.6957820270697962,0.7261709044892315,0.6770903258260967
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,4611.8,288.42640000000006,0.6484365267223123,0.1886772827974995,0.4103252807463847,0.8113227172025005,0.5896747192536154,0.6744676224751851
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,4402.82,232.1479,0.5662140276566588,0.15762532299357646,0.2797166655093835,0.8423746770064235,0.7202833344906165,0.6737715167025895
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,3805.51,164.97564,0.4438769154104896,0.06887211163133489,0.12382630132164218,0.9311278883686651,0.8761736986783578,0.6737638544670006
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,6107.174999999999,288.73741,0.7575682073003613,0.4108723464006737,0.4110470587863974,0.5891276535993263,0.5889529412136025,0.6733042523534128
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,5061.195,223.57261,0.6034633113242807,0.25545207213659404,0.2598155176082187,0.744547927863406,0.7401844823917814,0.6729147582259372
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,3553.9149999999995,131.62994999999998,0.3844524729039492,0.03148806613957478,0.04643912158120278,0.9685119338604252,0.9535608784187972,0.6727444395217802
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,5205.155000000001,195.67239,0.581288152485362,0.2768428278709839,0.19506594007847494,0.7231571721290161,0.8049340599215251,0.6726668842553163
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,6127.825,268.82489,0.7302852871558491,0.413940692510115,0.3648349766754831,0.586059307489885,0.635165023324517,0.6704487262815251
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,4986.515,185.80863,0.5488974710352561,0.24435550615823742,0.1721745688686857,0.7556444938417626,0.8278254311313142,0.6703162167608973
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,5207.924999999999,190.53939000000003,0.570823470786097,0.2772544171553978,0.18315350421022114,0.7227455828446022,0.8168464957897789,0.6703097550516438
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,3984.8,191.7544,0.48000498318176155,0.0955124880943713,0.18597324485005884,0.9044875119056287,0.8140267551499412,0.6696310583547733
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,5038.385,223.28871,0.5934969478011711,0.25206277553822354,0.2591566552386498,0.7479372244617765,0.7408433447613503,0.6689436162063673
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,4094.48,197.63710000000003,0.49071882396910427,0.11180964069889932,0.19962555080801275,0.8881903593011007,0.8003744491919873,0.6675006141078241
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,5784.679999999999,237.54514000000003,0.6625140151987045,0.36295339828618367,0.2922423377021704,0.6370466017138163,0.7077576622978297,0.6674580736022637
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,5389.390000000001,229.61098,0.6212781861218389,0.3042179729302038,0.27382909551076856,0.6957820270697962,0.7261709044892315,0.6661273259506764
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,4402.8,256.2024,0.5776753457082348,0.15762235122979007,0.33554126878094265,0.8423776487702099,0.6644587312190573,0.6655467678514342
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,6358.505,323.2592500000001,0.8006727295378099,0.4482170160222644,0.4911637946239434,0.5517829839777356,0.5088362053760567,0.665491162107353
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,3805.51,164.97564,0.42643577924504805,0.06887211163133489,0.12382630132164218,0.9311278883686651,0.8761736986783578,0.6650432863842798
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,3498.26,125.1915,0.35741871184751467,0.02321839046301566,0.03149705598292518,0.9767816095369843,0.9685029440170748,0.6650304943122721
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,4840.9,194.44168,0.5361903575432914,0.22271883697052441,0.19220976358375086,0.7772811630294756,0.8077902364162491,0.6643630286330768
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,5126.445,171.40645,0.5267223121963374,0.2651474514896708,0.13875063635104523,0.7348525485103292,0.8612493636489548,0.6623866341379897
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,5599.33,231.10546,0.6307462314687929,0.33541257739587305,0.277297417575134,0.664587422604127,0.7227025824248661,0.6621956169916448
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,3392.765,117.72645,0.33511897346455716,0.0075430794307883575,0.014172503210996723,0.9924569205692116,0.9858274967890033,0.6621305910718323
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,4504.495,245.20595,0.5653419708483868,0.1727330271426044,0.3100212014901847,0.8272669728573956,0.6899787985098154,0.6619824282659961
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61,5141.299999999999,171.7152,0.5267223121963374,0.2673547290420072,0.13946716948455845,0.7326452709579928,0.8605328305154416,0.6616556814665273
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,5818.945000000001,281.84395000000006,0.7011336738507538,0.36804477259320567,0.3950490264153916,0.6319552274067943,0.6049509735846084,0.6597933871732276
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,4820.8,320.65040000000005,0.6703625264731532,0.21973221436520896,0.4851092927118266,0.780267785634791,0.5148907072881734,0.6589708864673176
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,6477.335,343.18707,0.8156222748224742,0.4658737505590629,0.5374113842877084,0.5341262494409371,0.4625886157122916,0.6569898536995443
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,5005.205,296.29125000000005,0.6511772766911674,0.2471326194166129,0.4285776714026163,0.7528673805833871,0.5714223285973836,0.6566610656407764
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,4402.8,256.2024,0.5568705618537437,0.15762235122979007,0.33554126878094265,0.8423776487702099,0.6644587312190573,0.6551443759241886
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,6358.505,323.2592500000001,0.7794942070512023,0.4482170160222644,0.4911637946239434,0.5517829839777356,0.5088362053760567,0.6549019008640492
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,5097.53,221.562,0.5667123458328143,0.2608510239955065,0.25514938422012795,0.7391489760044935,0.744850615779872,0.6543560708624985
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,4611.8,288.42640000000006,0.6057057431169803,0.1886772827974995,0.4103252807463847,0.8113227172025005,0.5896747192536154,0.6531022306725192
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,4820.8,320.65040000000005,0.6569079357169554,0.21973221436520896,0.4851092927118266,0.780267785634791,0.5148907072881734,0.6522435910892188
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,5613.14,231.19168,0.6116855612308459,0.33746458029037096,0.27749751307884735,0.662535419709629,0.7225024869211527,0.6521022572731184
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,5438.19,228.57934,0.5948673227855986,0.3114690765689797,0.27143491173147266,0.6885309234310203,0.7285650882685273,0.6517076643176862
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,5599.33,231.10546,0.6095677089821852,0.33541257739587305,0.277297417575134,0.664587422604127,0.7227025824248661,0.6516063557483408
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,5038.385,223.28871,0.5581163572941323,0.25206277553822354,0.2591566552386498,0.7479372244617765,0.7408433447613503,0.6512533209528479
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,4863.86,204.58756,0.5226111872430548,0.22613042179729292,0.2157558662190518,0.7738695782027071,0.7842441337809483,0.6508340216174412
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,7063.030000000001,399.85552,0.9115485237324032,0.5529011101023624,0.6689249779713928,0.4470988898976376,0.33107502202860717,0.6503177398477628
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,5818.945000000001,281.84395000000006,0.6792076740999129,0.36804477259320567,0.3950490264153916,0.6319552274067943,0.6049509735846084,0.6488303872978072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,45.85,4402.8,256.2024,0.5421701756571572,0.15762235122979007,0.33554126878094265,0.8423776487702099,0.6644587312190573,0.6477941828258954
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,6637.599999999999,359.97420000000005,0.8274573315061667,0.4896872367203018,0.5763702016531949,0.5103127632796982,0.42362979834680514,0.6472143061597092
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,4441.905000000001,209.94385,0.49022050579294885,0.16343289237311687,0.22818650349097264,0.8365671076268831,0.7718134965090273,0.647205403930452
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,6746.799999999999,413.41640000000007,0.8973464557119721,0.5059130669939567,0.700396459233245,0.49408693300604334,0.299603540766755,0.6470958462991856
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,6938.785000000001,369.36207,0.8592251152360783,0.5344397705204005,0.5981571487240118,0.4655602294795995,0.4018428512759882,0.646463327806936
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,4971.089999999999,197.29016000000004,0.512893982808023,0.2420635333379889,0.19882038803767726,0.7579364666620111,0.8011796119623227,0.646226011060095
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,4154.155000000001,209.74585,0.46555375607325283,0.12067664089652175,0.22772699398348883,0.8793233591034783,0.7722730060165112,0.6456759693166237
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,4869.8,280.2866,0.6004734022673478,0.22701303564184894,0.39143479847862445,0.7729869643581511,0.6085652015213756,0.6456247426035555
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,4863.86,204.58756,0.5115236078235954,0.22613042179729292,0.2157558662190518,0.7738695782027071,0.7842441337809483,0.6452902319077115
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,4632.9,177.02360000000004,0.46181636975208673,0.19181249359213426,0.1517866657953006,0.8081875064078657,0.8482133342046994,0.6450083950291846
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,4094.48,197.63710000000003,0.44524729039491723,0.11180964069889932,0.19962555080801275,0.8881903593011007,0.8003744491919873,0.6447648473207306
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,6974.004999999999,336.11951000000005,0.8193596611436402,0.5396730465482218,0.5210093084558292,0.4603269534517782,0.47899069154417084,0.6445092418208074
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,3342.0,111.6196,0.28815248536190363,0.0,0.0,1.0,1.0,0.6440762426809519
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,6219.625,361.96829,0.792076740999128,0.42758108828961605,0.5809979961672267,0.572418911710384,0.4190020038327733,0.6438935993853532
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,7178.75,439.1585000000001,0.9526597732652299,0.5700957353703782,0.7601375687918226,0.42990426462962184,0.2398624312081774,0.6437715605920646
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,4337.46,198.8525,0.4608197333997758,0.1479135989396746,0.2024461965423348,0.8520864010603254,0.7975538034576652,0.6428199178293856
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,4611.8,288.42640000000006,0.5837797433661392,0.1886772827974995,0.4103252807463847,0.8113227172025005,0.5896747192536154,0.6421392307970986
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,4914.76,185.53990000000005,0.48685685810389934,0.23369356063363944,0.17155091235380648,0.7663064393663606,0.8284490876461935,0.6421173108050882
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,4622.53,180.93444,0.45969851750342594,0.19027163406889425,0.16086276762483526,0.8097283659311058,0.8391372323751647,0.6420656583282807
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,6267.35,362.71830000000006,0.792076740999128,0.4346724596248742,0.5827385856910041,0.5653275403751258,0.4172614143089959,0.6416856091705944
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44,4497.2,160.01,0.42494082471658157,0.17164907630152104,0.11230226702496648,0.828350923698479,0.8876977329750335,0.641482576526669
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,5061.195,223.57261,0.5404260620406129,0.25545207213659404,0.2598155176082187,0.744547927863406,0.7401844823917814,0.6413961335841033
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,3955.78,165.01880000000003,0.390307711473776,0.09120045884032857,0.12392646511125333,0.9087995411596714,0.8760735348887467,0.6413721247489925
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,5372.2300000000005,226.20002,0.5657157094805034,0.3016681996014865,0.2659130927347741,0.6983318003985135,0.7340869072652259,0.6409625316561866
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,4340.305,158.90250999999998,0.40986669988787844,0.1483363323382878,0.10973205397222291,0.8516636676617122,0.8902679460277771,0.6404162533663116
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,4414.799999999999,180.60944,0.4403886881774013,0.1594054095016202,0.16010852222113714,0.8405945904983798,0.8398914777788629,0.6403158611580113
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,4536.155,188.76617,0.45882646069515387,0.17743732921644984,0.17903829487254225,0.8225626707835502,0.8209617051274578,0.640294324325329
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,4544.165,160.66139,0.42494082471658157,0.17862752061289655,0.11381398368193552,0.8213724793871034,0.8861860163180645,0.6393600362845828
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7,7063.030000000001,399.85552,0.8891242058054069,0.5529011101023624,0.6689249779713928,0.4470988898976376,0.33107502202860717,0.6391055808842646
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23,4368.65,159.56709999999998,0.40986669988787844,0.15254806456453995,0.11127440459635751,0.84745193543546,0.8887255954036425,0.6389777326537148
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,5603.175,317.24355,0.683817117229351,0.3359838989838053,0.47720282823924515,0.6640161010161947,0.5227971717607549,0.6386118768089128
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,6127.825,268.82489,0.6665005606079482,0.413940692510115,0.3648349766754831,0.586059307489885,0.635165023324517,0.6385563630075746
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,4968.735000000001,187.38705,0.4842406876790831,0.24171360815214238,0.17583769511516328,0.7582863918478576,0.8241623048848368,0.6377325180227151
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,5097.53,221.562,0.5325775507661642,0.2608510239955065,0.25514938422012795,0.7391489760044935,0.744850615779872,0.6372886733291735
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,5648.0,317.71500000000003,0.6836925376853121,0.34264436457003766,0.47829694822562513,0.6573556354299623,0.5217030517743748,0.6366109406437404
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,8417.885,413.4783699999999,1.0,0.754216561342405,0.7005402764260669,0.245783438657595,0.29945972357393313,0.636310790557882
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,6637.599999999999,359.97420000000005,0.8029151613305097,0.4896872367203018,0.5763702016531949,0.5103127632796982,0.42362979834680514,0.6349432210718807
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,6191.42,329.47980000000007,0.7338980939329763,0.4233901584098685,0.5056001676884798,0.5766098415901315,0.4943998323115202,0.6347014654419011
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,5890.799999999999,300.51484,0.6778372991154853,0.37872157693673536,0.43837958938601734,0.6212784230632646,0.5616204106139826,0.6346433579770545
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,4041.895,174.45925,0.3939205182509033,0.10399613076355008,0.14583543748461336,0.8960038692364499,0.8541645625153866,0.6345023670634108
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,5072.38,236.8951,0.5420455961131183,0.2571140310341291,0.2907337540645705,0.7428859689658709,0.7092662459354295,0.6340608517818842
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,3761.885,149.77195,0.3433412233711225,0.062389951872285465,0.08854226039317675,0.9376100481277145,0.9114577396068233,0.6339375586191958
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,4820.8,320.65040000000005,0.6202815497695279,0.21973221436520896,0.4851092927118266,0.780267785634791,0.5148907072881734,0.6339303981155051
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23,6206.099999999999,330.01020000000005,0.7337735143889373,0.4255714330290741,0.5068310961873153,0.5744285669709259,0.49316890381268474,0.6337861248903713
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,4611.8,288.42640000000006,0.5665877662887755,0.1886772827974995,0.4103252807463847,0.8113227172025005,0.5896747192536154,0.6335432422584167
