Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Material_Cost_INR,Carbon_Emission_kgCO2
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,8417.885,413.4783699999999
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,6477.335,343.18707
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,4664.085,223.37598999999997
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,4664.085,223.37598999999997
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89,4664.085,223.37598999999997
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,4664.085,223.37598999999997
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,4664.085,223.37598999999997
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,4726.995,233.51857
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,4726.995,233.51857
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,4726.995,233.51857
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,4726.995,233.51857
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,4726.995,233.51857
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,4877.81,204.67388
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,4877.81,204.67388
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,4877.81,204.67388
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,4877.81,204.67388
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,4877.81,204.67388
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04,4927.855,202.46842999999998
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,4927.855,202.46842999999998
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,4927.855,202.46842999999998
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,4927.855,202.46842999999998
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,4927.855,202.46842999999998
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,4787.485,217.30059
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,4787.485,217.30059
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,4787.485,217.30059
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,4787.485,217.30059
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,4787.485,217.30059
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,4747.255,230.92895
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,4747.255,230.92895
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,4747.255,230.92895
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,4747.255,230.92895
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,4747.255,230.92895
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,5172.365,206.02877000000004
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,5172.365,206.02877000000004
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,5172.365,206.02877000000004
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,5172.365,206.02877000000004
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,5172.365,206.02877000000004
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,4337.695,174.78135
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,4337.695,174.78135
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,4337.695,174.78135
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,4337.695,174.78135
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,4337.695,174.78135
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,4622.53,180.93444000000002
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,4622.53,180.93444000000002
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,4622.53,180.93444000000002
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,4622.53,180.93444000000002
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,4622.53,180.93444000000002
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,5061.195,223.57260999999997
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,5061.195,223.57260999999997
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,5061.195,223.57260999999997
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,5061.195,223.57260999999997
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,5061.195,223.57260999999997
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,5038.385,223.28871
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,5038.385,223.28871
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,5038.385,223.28871
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,5038.385,223.28871
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,5038.385,223.28871
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,4921.93,233.46075999999996
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,4921.93,233.46075999999996
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,4921.93,233.46075999999996
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,4921.93,233.46075999999996
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,4921.93,233.46075999999996
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,5048.264999999999,241.88090999999997
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,5048.264999999999,241.88090999999997
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,5048.264999999999,241.88090999999997
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,5048.264999999999,241.88090999999997
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,5048.264999999999,241.88090999999997
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,4995.25,249.94132000000002
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,4995.25,249.94132000000002
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,4995.25,249.94132000000002
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,4995.25,249.94132000000002
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,4995.25,249.94132000000002
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,5171.975,222.94499
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,5171.975,222.94499
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,5171.975,222.94499
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,5171.975,222.94499
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,5171.975,222.94499
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,5372.2300000000005,226.20002
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,5372.2300000000005,226.20002
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,5372.2300000000005,226.20002
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,5372.2300000000005,226.20002
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,5372.2300000000005,226.20002
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,5097.53,221.56199999999998
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,5097.53,221.56199999999998
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,5097.53,221.56199999999998
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,5097.53,221.56199999999998
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,5097.53,221.56199999999998
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,5072.38,236.8951
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,5072.38,236.8951
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,5072.38,236.8951
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,5072.38,236.8951
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,5072.38,236.8951
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,5070.705,252.43035
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,5070.705,252.43035
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,5070.705,252.43035
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,5070.705,252.43035
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,5070.705,252.43035
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,5142.705,253.55835000000002
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,5142.705,253.55835000000002
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,5142.705,253.55835000000002
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,5142.705,253.55835000000002
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,5142.705,253.55835000000002
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,4840.9,194.44168000000002
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,4840.9,194.44168000000002
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,4840.9,194.44168000000002
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,4840.9,194.44168000000002
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,4840.9,194.44168000000002
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,4971.089999999999,197.29016000000004
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,4971.089999999999,197.29016000000004
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,4971.089999999999,197.29016000000004
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,4971.089999999999,197.29016000000004
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,4971.089999999999,197.29016000000004
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,5207.924999999999,190.53939000000003
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,5207.924999999999,190.53939000000003
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,5207.924999999999,190.53939000000003
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,5207.924999999999,190.53939000000003
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,5207.924999999999,190.53939000000003
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,5815.645,293.69443
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,5815.645,293.69443
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,5815.645,293.69443
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,5815.645,293.69443
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,5815.645,293.69443
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,6018.460000000001,286.42118
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,6018.460000000001,286.42118
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,6018.460000000001,286.42118
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,6018.460000000001,286.42118
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,6018.460000000001,286.42118
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,5786.544999999999,297.43145
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,5786.544999999999,297.43145
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,5786.544999999999,297.43145
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,5786.544999999999,297.43145
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,5786.544999999999,297.43145
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,5942.405000000001,265.22013000000004
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,5942.405000000001,265.22013000000004
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,5942.405000000001,265.22013000000004
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,5942.405000000001,265.22013000000004
